"grupodeatributos","codsap","desnombrecategoriawebredes","codcategoriawebredes","desnombreproductowebredes","desresumen","deswebredes","destitulodescubremas001","destitulodescubremas002","destitulodescubremas003","desdescubremas001","desdescubremas002","desdescubremas003","destitulotip001","destitulotip002","destitulotip003","destitulotip004","destip001","destip002","destip003","destip004","desimagen001","desimagen002","desimagen003","desimagen004","destextovideo001","destextovideo002","destextovideo003","destextovideo004","destextovideo005","desnombrearchivovideo001","desnombrearchivovideo002","desnombrearchivovideo003","desnombrearchivovideo004","desnombrearchivovideo005","deslinkvideo001","deslinkvideo002","deslinkvideo003","deslinkvideo004","deslinkvideo005","descolorrgb","despalabrasclave","destituloperfumista001","destituloperfumista002","desperfumista001","desperfumista002","destitulogeneralpasoapaso","destitulopaso001","destitulopaso002","destitulopaso003","destitulopaso004","despaso001","despaso002","despaso003","despaso004","desvarianttype","desdefaultvariant"
"WebRedes","210082923","qa","qa","qa","qa","qa","NO SALE","NO SALE","NO SALE","NO SALE","NO SALE","NO SALE","QA Titulo Tip 1","QA Titulo Tip 2","QA Titulo Tip 3","QA Titulo Tip 4","QA Descripcion Tip 1","QA Descripcion Tip 2","QA Descripcion Tip 3","QA Descripcion Tip 4","QA Descripcion Imagen 1","QA Descripcion Imagen 2","QA Descripcion Imagen 3","QA Descripcion Imagen 4","qa Texto de Video 1","qa Texto de Video 2","qa Texto de Video 3","qa Texto de Video 4","qa Texto de Video 5","","","","","","http://qaLinkVideo1","http://qaLinkVideo2","http://qaLinkVideo3","http://qaLinkVideo4","http://qaLinkVideo5","","qa Palabras Clave","","","","","","","","","","","","","","",""
"WebRedes","210083899","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","http://NA","http://NA","http://NA","http://NA","http://NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","True"
"WebRedes","210083900","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","http://CYZONE PRECIOUS RELOJ","http://CYZONE PRECIOUS RELOJ","http://CYZONE PRECIOUS RELOJ","http://CYZONE PRECIOUS RELOJ","http://CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","CYZONE PRECIOUS RELOJ","","True"
"WebRedes","210083901","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","http://NA","http://NA","http://NA","http://NA","http://NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","",""
"WebRedes","210083952","NA","NA","NA","NA","NA","   dumy"," dumy","NA","NA","NA","NA","   dumy","   dumy","   dumy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210083953","dummy","dummy","dummy","dummy","dummy","dummy","dummy","dummy","duny","dummy","dummy","","","","","","","","","","ddd","ddd","ddd","ddd","ddd","ddd","ddd","ddd","ddd","ddd","ddd","ddd","ddd","http://ddd","http://ddd","http://ddd","http://ddd","http://ddd","ddd","ddd","","","ddd","","","","","","","","","","","",""
"WebRedes","210084456","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","http://Pal consumo de Michael","http://Pal consumo de Michael","http://Pal consumo de Michael","http://Pal consumo de Michael","http://Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","Pal consumo de Michael","",""
"WebRedes","210084458","NA","NA","Reloj metric","RESUMEN","RESUMEN2","A","A","A","A","A","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210084860","qa Nombre Categoria Web/Redes Jc","qa Codigo Categoria Web/Redes jc","qa Nombre Producto Web/Redes ;)","qa Resumen de Pdto (Descripcion corta)","qa Descripción larga de Pdto Web/Redes","qa Titulo Descubre mas 1 jc","qa Titulo Descubre mas 2 jc","qa Titulo Descubre mas 3 jc","qa Contenido Descripcion Descubre mas 1","qa Contenido Descripcion Descubre mas 2","qa Contenido Descripcion Descubre mas 3","qa Titulo Tip 1","qa Titulo Tip 2","qa Titulo Tip 3","qa Titulo Tip 4","qa Descripcion Tip 1","qa Descripcion Tip 2","qa Descripcion Tip 3","qa Descripcion Tip 4","qa Descripcion Imagen 1","qa Descripcion Imagen 2","qa Descripcion Imagen 3","qa Descripcion Imagen 4","qa Texto de Video 1","qa Texto de Video 2","qa Texto de Video 3","qa Texto de Video 4","qa Texto de Video 5","qa Nombre del Archivo video 1","qa Nombre del Archivo video 2","qa Nombre del Archivo video 3","qa Nombre del Archivo video 4","qa Nombre del Archivo video 5","http://qa Link Video 1","http://qa Link Video 2","http://qa Link Video 3","http://qa Link Video 4","http://qa Link Video 5","qa Color RGB","qa Palabras Clave","qa Titulo Perfumista 1","qa Titulo Perfumista 2","qa Descripcion Perfumista 1","qa Descripcion Perfumista 2","qa Titulo General Paso a Paso","qa Titulo Paso 1","qa Titulo Paso 2","qa Titulo Paso 3","qa Titulo Paso 4","qa Descripcion Paso 1","qa Descripcion Paso 2","qa Descripcion Paso 3","qa Descripcion Paso 4","",""
"WebRedes","210084863","dumi","dumi","dumi","dumi","dumi","dumi","dumi","dumi","dumi","dumi","v","dumi","dumi","v","v","v","v","v","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v","",""
"WebRedes","210084866","NA","NA","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","http://QA After Salida a campo","http://QA After Salida a campo","http://QA After Salida a campo","http://QA After Salida a campo","http://QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","QA After Salida a campo","",""
"WebRedes","210085025","qa","qa","qa","qa","qa","qa","qa","qa","qa","qa","qa","","m","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085497","1","1","2","3","4","2","2","3","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085499","nu","nu","nu","nu","nu","nu","nu","nu","nu","nu","nu","nu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085500","m","m","m","m","m","m","m","m","m","m","m","m","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085522","qa","qa","qa","qa","qa","qa","qa","qa","qa","qa","qa","qa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085523","RELOJES","WATCH001","CYZONE SWIRL POWER RELOJ","CYZONE SWIRL POWER RELOJ","CYZONE SWIRL POWER RELOJ","Ivonne","Miguel","Roger","Juanca","Gerardo","Jose","Titulo Tip 1","Titulo Tip 2","Titulo Tip 3","Titulo Tip 4","Descripcion Tip1","Descripcion Tip2","Descripcion Tip3","Descripcion Tip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085525","12","12","12","12","12","12","12","12","12","12","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085526","ok","p","km","pokm","km","k","k","k","pk","k","pkm","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085870","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","ESIKA ACC SILVER ROSE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085871","f","f","f","f","f","f","f","f","f","f","f","f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210085879","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210086116","..","..","..","..","..","..","..","..",".","..","...","..","..",".","..","..","..","..","..","..","..","..",".","..","..","...","..","..","..","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210086356","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210086357",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","","..",".","","","","","","","","","","","","","","","","","","","","","","","","","","True"
"WebRedes","210086358",".","..",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","..",".",".","http://.","http://.","http://.","http://.","http://.",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","",""
"WebRedes","210086359",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","http://.","http://.","http://.","http://..","http://.",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","",""
"WebRedes","210086360",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","http://.","http://.","http://.","http://.","http://.",".",".",".",".",".","","","","","","","","","","","",""
"WebRedes","210086362","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","CYZONE FAST AND COOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210086363","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","CYZONE ON THE WAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210086364","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","test","","test","test","test","test","","","","","","","","","","","","","","","","","","","","","","","","","True"
